www.bilibili.com,0.008811s,1.039612s,
www.bilibili.com,0.010105s,1.187397s,
www.bilibili.com,0.007616s,1.122116s,
www.bilibili.com,0.009427s,1.090553s,
www.bilibili.com,0.011797s,1.041939s,
www.bilibili.com,0.010541s,1.008003s,
www.bilibili.com,0.009862s,1.377498s,
www.bilibili.com,0.008442s,1.150958s,
www.bilibili.com,0.009333s,1.220102s,
www.bilibili.com,0.010725s,1.357004s,
www.facebook.com,0.005814s,0.925584s,
www.facebook.com,0.007271s,0.761207s,
www.facebook.com,0.007515s,0.798652s,
www.facebook.com,0.007430s,0.908296s,
www.facebook.com,0.008832s,0.865780s,
www.facebook.com,0.008600s,0.944329s,
www.facebook.com,0.007174s,0.912450s,
www.facebook.com,0.009235s,0.819251s,
www.facebook.com,0.007709s,0.716908s,
www.facebook.com,0.007587s,0.803119s,
www.ebay.de,0.008292s,0.852814s,
www.ebay.de,0.007006s,0.883237s,
www.ebay.de,0.008716s,0.813324s,
www.ebay.de,0.003874s,0.825965s,
www.ebay.de,0.006782s,0.699837s,
www.ebay.de,0.008343s,0.693412s,
www.ebay.de,0.007322s,0.914678s,
www.ebay.de,0.008214s,0.757439s,
www.ebay.de,0.007492s,0.701869s,
www.ebay.de,0.008328s,0.711076s,
www.okezone.com,0.023481s,3.500022s,
www.okezone.com,0.021615s,3.121130s,
www.okezone.com,0.020881s,2.977897s,
www.okezone.com,0.023369s,3.213927s,
www.okezone.com,0.022354s,3.151192s,
www.okezone.com,0.023323s,3.133676s,
www.okezone.com,0.020984s,3.208101s,
www.okezone.com,0.022811s,3.007712s,
www.okezone.com,0.021432s,3.117882s,
www.okezone.com,0.020482s,3.296682s,
www.microsoft.com,0.007994s,1.247338s,
www.microsoft.com,0.010990s,0.974725s,
www.microsoft.com,0.008724s,1.109536s,
www.microsoft.com,0.008872s,1.003549s,
www.microsoft.com,0.011444s,0.992058s,
www.microsoft.com,0.005737s,1.243263s,
www.microsoft.com,0.011014s,1.031049s,
www.microsoft.com,0.009794s,1.076420s,
www.microsoft.com,0.010001s,0.994264s,
www.microsoft.com,0.011437s,1.182437s,
www.live.com,0.009327s,1.213457s,
www.live.com,0.010010s,1.300186s,
www.live.com,0.011512s,1.460571s,
www.live.com,0.012815s,1.152203s,
www.live.com,0.009235s,1.536907s,
www.live.com,0.006671s,1.245559s,
www.live.com,0.011472s,1.120637s,
www.live.com,0.012152s,1.127393s,
www.live.com,0.010606s,1.308866s,
www.live.com,0.010417s,1.296969s,
www.google.com.mx,0.001810s,0.244159s,
www.google.com.mx,0.002820s,0.220675s,
www.google.com.mx,0.002646s,0.207431s,
www.google.com.mx,0.002548s,0.245092s,
www.google.com.mx,0.002223s,0.283270s,
www.google.com.mx,0.002932s,0.244856s,
www.google.com.mx,0.002565s,0.206132s,
www.google.com.mx,0.002535s,0.190325s,
www.google.com.mx,0.002555s,0.200979s,
www.google.com.mx,0.002568s,0.206001s,
www.spotify.com,0.011577s,1.504224s,
www.spotify.com,0.011711s,1.491298s,
www.spotify.com,0.010338s,1.539699s,
www.spotify.com,0.011860s,1.632526s,
www.spotify.com,0.013504s,1.711438s,
www.spotify.com,0.015663s,1.737014s,
www.spotify.com,0.012038s,1.631733s,
www.spotify.com,0.013116s,1.690224s,
www.spotify.com,0.011299s,1.457562s,
www.spotify.com,0.013327s,1.513953s,
www.dropbox.com,0.021451s,2.649433s,
www.dropbox.com,0.017715s,3.038568s,
www.dropbox.com,0.019312s,2.652053s,
www.dropbox.com,0.019992s,2.746668s,
www.dropbox.com,0.018831s,3.094007s,
www.dropbox.com,0.018854s,2.725617s,
www.dropbox.com,0.020789s,2.798107s,
www.dropbox.com,0.019569s,2.821614s,
www.dropbox.com,0.018844s,2.789616s,
www.dropbox.com,0.019855s,2.836962s,
www.wordpress.com,0.006250s,1.137496s,
www.wordpress.com,0.008797s,1.067111s,
www.wordpress.com,0.007241s,0.815758s,
www.wordpress.com,0.006730s,0.812827s,
www.wordpress.com,0.008953s,1.052660s,
www.wordpress.com,0.008161s,1.101150s,
www.wordpress.com,0.008929s,0.903151s,
www.wordpress.com,0.006948s,0.802715s,
www.wordpress.com,0.008824s,0.784555s,
www.wordpress.com,0.009518s,0.827056s,
www.imgur.com,0.035796s,5.148120s,
www.imgur.com,0.030773s,4.818354s,
www.imgur.com,0.029594s,4.986253s,
www.imgur.com,0.039052s,4.973318s,
www.imgur.com,0.030671s,4.757314s,
www.imgur.com,0.031893s,4.888673s,
www.imgur.com,0.031667s,5.331927s,
www.imgur.com,0.030603s,5.198534s,
www.imgur.com,0.031415s,5.062959s,
www.imgur.com,0.029318s,5.175030s,
www.amazon.de,0.008317s,1.132531s,
www.amazon.de,0.010770s,1.230323s,
www.amazon.de,0.011802s,1.038518s,
www.amazon.de,0.010378s,1.026508s,
www.amazon.de,0.010377s,1.073914s,
www.amazon.de,0.010283s,1.066941s,
www.amazon.de,0.011373s,1.077664s,
www.amazon.de,0.009503s,1.304094s,
www.amazon.de,0.010161s,1.410744s,
www.amazon.de,0.012098s,1.180702s,
www.yandex.ru,0.008004s,1.057721s,
www.yandex.ru,0.012401s,1.220205s,
www.yandex.ru,0.009070s,1.036420s,
www.yandex.ru,0.011845s,1.392615s,
www.yandex.ru,0.011302s,1.264211s,
www.yandex.ru,0.009750s,1.241792s,
www.yandex.ru,0.009759s,1.081663s,
www.yandex.ru,0.005784s,1.058451s,
www.yandex.ru,0.009799s,0.993353s,
www.yandex.ru,0.009890s,1.014131s,
www.google.ru,0.003489s,0.436647s,
www.google.ru,0.004180s,0.390580s,
www.google.ru,0.004795s,0.364996s,
www.google.ru,0.004714s,0.377918s,
www.google.ru,0.004766s,0.376823s,
www.google.ru,0.004759s,0.394569s,
www.google.ru,0.004686s,0.392032s,
www.google.ru,0.005037s,0.450947s,
www.google.ru,0.004909s,0.383852s,
www.google.ru,0.006232s,0.385698s,
www.imdb.com,0.019449s,2.284384s,
www.imdb.com,0.017223s,3.009014s,
www.imdb.com,0.018553s,2.571834s,
www.imdb.com,0.017268s,2.522855s,
www.imdb.com,0.015815s,2.389174s,
www.imdb.com,0.018290s,2.447131s,
www.imdb.com,0.017609s,2.442139s,
www.imdb.com,0.016096s,2.258365s,
www.imdb.com,0.015480s,2.451351s,
www.imdb.com,0.016225s,2.780754s,
www.soso.com,0.000354s,0.016430s,
www.soso.com,0.000289s,0.022840s,
www.soso.com,0.000260s,0.017833s,
www.soso.com,0.000257s,0.014826s,
www.soso.com,0.000273s,0.015384s,
www.soso.com,0.000257s,0.016193s,
www.soso.com,0.000256s,0.019524s,
www.soso.com,0.000297s,0.021688s,
www.soso.com,0.000291s,0.022794s,
www.soso.com,0.000368s,0.015550s,
www.paypal.com,0.007583s,1.033756s,
www.paypal.com,0.008531s,0.956187s,
www.paypal.com,0.009219s,0.947882s,
www.paypal.com,0.009244s,1.084125s,
www.paypal.com,0.011305s,0.918106s,
www.paypal.com,0.008881s,0.952035s,
www.paypal.com,0.008891s,1.257464s,
www.paypal.com,0.008286s,1.036974s,
www.paypal.com,0.010306s,0.907258s,
www.paypal.com,0.009270s,0.983750s,
www.vimeo.com,0.021608s,2.678349s,
www.vimeo.com,0.020293s,2.788721s,
www.vimeo.com,0.017967s,2.825945s,
www.vimeo.com,0.018157s,3.218547s,
www.vimeo.com,0.018367s,3.017467s,
www.vimeo.com,0.020972s,2.755708s,
www.vimeo.com,0.015037s,3.576807s,
www.vimeo.com,0.019648s,2.757429s,
www.vimeo.com,0.022281s,3.058619s,
www.vimeo.com,0.018366s,3.320318s,
www.amazon.co.uk,0.025397s,3.516751s,
www.amazon.co.uk,0.021534s,3.212393s,
www.amazon.co.uk,0.021166s,3.012109s,
www.amazon.co.uk,0.021499s,2.963809s,
www.amazon.co.uk,0.021812s,2.883745s,
www.amazon.co.uk,0.021713s,3.182064s,
www.amazon.co.uk,0.019761s,3.021538s,
www.amazon.co.uk,0.023194s,3.386770s,
www.amazon.co.uk,0.021625s,3.424395s,
www.amazon.co.uk,0.020605s,3.205265s,
www.zhanqi.tv,0.003851s,0.589398s,
www.zhanqi.tv,0.005718s,0.601809s,
www.zhanqi.tv,0.006304s,0.521153s,
www.zhanqi.tv,0.004993s,0.447325s,
www.zhanqi.tv,0.002809s,0.628648s,
www.zhanqi.tv,0.006109s,0.580847s,
www.zhanqi.tv,0.005624s,0.590535s,
www.zhanqi.tv,0.006215s,0.569222s,
www.zhanqi.tv,0.006317s,0.468120s,
www.zhanqi.tv,0.005058s,0.493960s,
www.netflix.com,0.009178s,1.281407s,
www.netflix.com,0.011211s,1.354964s,
www.netflix.com,0.011181s,1.261356s,
www.netflix.com,0.010953s,1.231238s,
www.netflix.com,0.011215s,1.163743s,
www.netflix.com,0.010924s,1.307136s,
www.netflix.com,0.012111s,1.250351s,
www.netflix.com,0.011055s,1.337869s,
www.netflix.com,0.011255s,1.160498s,
www.netflix.com,0.011110s,1.175246s,
www.sogou.com,0.002285s,0.252430s,
www.sogou.com,0.003187s,0.254038s,
www.sogou.com,0.003419s,0.253115s,
www.sogou.com,0.003052s,0.267686s,
www.sogou.com,0.003295s,0.346649s,
www.sogou.com,0.003102s,0.246190s,
www.sogou.com,0.003073s,0.273677s,
www.sogou.com,0.003115s,0.291485s,
www.sogou.com,0.003201s,0.323802s,
www.sogou.com,0.003149s,0.342192s,
www.twitch.tv,0.025317s,3.380496s,
www.twitch.tv,0.021843s,3.283574s,
www.twitch.tv,0.023091s,3.800202s,
www.twitch.tv,0.023868s,3.304490s,
www.twitch.tv,0.021639s,3.107457s,
www.twitch.tv,0.023911s,3.384883s,
www.twitch.tv,0.022246s,3.627080s,
www.twitch.tv,0.020999s,3.216666s,
www.twitch.tv,0.023701s,3.722410s,
www.twitch.tv,0.024704s,3.534099s,
www.wikipedia.org,0.000645s,0.043294s,
www.wikipedia.org,0.000730s,0.047042s,
www.wikipedia.org,0.000621s,0.042769s,
www.wikipedia.org,0.000632s,0.037356s,
www.wikipedia.org,0.000626s,0.046681s,
www.wikipedia.org,0.000648s,0.054212s,
www.wikipedia.org,0.000629s,0.045075s,
www.wikipedia.org,0.000702s,0.047595s,
www.wikipedia.org,0.000622s,0.044129s,
www.wikipedia.org,0.000687s,0.064916s,
www.jianshu.com,0.006834s,0.987962s,
www.jianshu.com,0.008303s,1.068226s,
www.jianshu.com,0.010482s,0.849342s,
www.jianshu.com,0.010339s,0.927115s,
www.jianshu.com,0.005191s,0.907912s,
www.jianshu.com,0.008609s,1.004346s,
www.jianshu.com,0.010578s,0.861264s,
www.jianshu.com,0.007703s,0.912413s,
www.jianshu.com,0.007920s,0.937552s,
www.jianshu.com,0.010171s,0.901286s,
www.so.com,0.004173s,0.293748s,
www.so.com,0.003386s,0.255627s,
www.so.com,0.003392s,0.323549s,
www.so.com,0.003656s,0.343827s,
www.so.com,0.003360s,0.369260s,
www.so.com,0.003717s,0.378439s,
www.so.com,0.003362s,0.379740s,
www.so.com,0.003566s,0.369237s,
www.so.com,0.003347s,0.278274s,
www.so.com,0.003323s,0.264898s,
www.pinterest.com,0.031953s,4.628331s,
www.pinterest.com,0.027470s,4.324964s,
www.pinterest.com,0.030659s,4.372119s,
www.pinterest.com,0.029656s,4.754831s,
www.pinterest.com,0.030303s,4.461713s,
www.pinterest.com,0.027750s,4.794619s,
www.pinterest.com,0.030326s,4.423193s,
www.pinterest.com,0.026917s,4.738350s,
www.pinterest.com,0.029388s,5.115118s,
www.pinterest.com,0.030084s,4.736930s,
www.blogspot.com,0.001465s,0.201498s,
www.blogspot.com,0.002143s,0.174144s,
www.blogspot.com,0.002026s,0.151962s,
www.blogspot.com,0.001956s,0.154502s,
www.blogspot.com,0.001991s,0.175984s,
www.blogspot.com,0.002393s,0.170287s,
www.blogspot.com,0.002153s,0.152903s,
www.blogspot.com,0.001930s,0.165257s,
www.blogspot.com,0.002020s,0.164616s,
www.blogspot.com,0.002007s,0.150684s,
www.pornhub.com,0.009598s,1.180622s,
www.pornhub.com,0.013596s,1.286255s,
www.pornhub.com,0.012137s,1.167603s,
www.pornhub.com,0.013842s,1.191044s,
www.pornhub.com,0.012232s,1.321281s,
www.pornhub.com,0.011321s,1.201854s,
www.pornhub.com,0.012706s,1.186880s,
www.pornhub.com,0.010286s,1.306527s,
www.pornhub.com,0.011339s,1.309524s,
www.pornhub.com,0.009695s,1.308488s,
www.1688.com,0.047842s,6.595354s,
www.1688.com,0.041615s,7.706133s,
www.1688.com,0.040941s,7.225974s,
www.1688.com,0.039365s,7.473667s,
www.1688.com,0.040470s,6.932898s,
www.1688.com,0.040032s,7.324625s,
www.1688.com,0.041712s,7.076506s,
www.1688.com,0.038526s,6.778797s,
www.1688.com,0.040976s,7.196171s,
www.1688.com,0.041904s,7.113794s,
www.163.com,0.007490s,1.010105s,
www.163.com,0.009778s,1.009491s,
www.163.com,0.010468s,1.165545s,
www.163.com,0.008603s,1.176871s,
www.163.com,0.008151s,1.351581s,
www.163.com,0.008236s,1.218891s,
www.163.com,0.008352s,1.168944s,
www.163.com,0.008749s,1.110166s,
www.163.com,0.008315s,1.036683s,
www.163.com,0.009709s,1.106729s,
www.twitter.com,0.019038s,1.657936s,
www.twitter.com,0.013264s,1.657759s,
www.twitter.com,0.013664s,1.867010s,
www.twitter.com,0.015104s,1.765201s,
www.twitter.com,0.012900s,1.808668s,
www.twitter.com,0.013876s,1.735507s,
www.twitter.com,0.013270s,1.946698s,
www.twitter.com,0.014734s,1.639067s,
www.twitter.com,0.014279s,2.166200s,
www.twitter.com,0.012801s,1.719618s,
www.amazon.com,0.012550s,1.064349s,
www.amazon.com,0.005161s,1.225924s,
www.amazon.com,0.009705s,1.216292s,
www.amazon.com,0.009472s,0.944211s,
www.amazon.com,0.010517s,0.893691s,
www.amazon.com,0.008791s,0.968175s,
www.amazon.com,0.008261s,1.069284s,
www.amazon.com,0.009649s,0.940356s,
www.amazon.com,0.008459s,0.981529s,
www.amazon.com,0.009433s,1.167001s,
www.pixnet.net,0.011540s,1.631899s,
www.pixnet.net,0.012296s,1.550633s,
www.pixnet.net,0.012082s,1.498865s,
www.pixnet.net,0.010672s,1.463208s,
www.pixnet.net,0.013558s,1.421614s,
www.pixnet.net,0.013834s,1.496683s,
www.pixnet.net,0.013601s,1.491841s,
www.pixnet.net,0.015997s,1.647182s,
www.pixnet.net,0.011634s,1.501278s,
www.pixnet.net,0.014703s,1.442325s,
www.vk.com,0.016634s,2.418399s,
www.vk.com,0.017061s,2.209088s,
www.vk.com,0.016318s,2.314157s,
www.vk.com,0.016340s,2.460318s,
www.vk.com,0.016277s,2.241206s,
www.vk.com,0.014954s,2.033649s,
www.vk.com,0.017600s,2.239716s,
www.vk.com,0.017044s,1.975097s,
www.vk.com,0.017318s,2.342185s,
www.vk.com,0.018118s,2.463696s,
www.bongacams.com,0.013131s,1.964087s,
www.bongacams.com,0.012968s,1.824047s,
www.bongacams.com,0.016409s,1.937237s,
www.bongacams.com,0.015061s,1.879830s,
www.bongacams.com,0.012460s,2.152864s,
www.bongacams.com,0.013089s,1.881356s,
www.bongacams.com,0.014002s,2.063277s,
www.bongacams.com,0.012594s,1.998739s,
www.bongacams.com,0.014043s,1.874167s,
www.bongacams.com,0.015715s,1.734526s,
www.google.cn,0.000218s,0.006521s,
www.google.cn,0.000129s,0.006069s,
www.google.cn,0.000153s,0.005919s,
www.google.cn,0.000135s,0.007069s,
www.google.cn,0.000129s,0.006907s,
www.google.cn,0.000128s,0.006543s,
www.google.cn,0.000113s,0.004549s,
www.google.cn,0.000114s,0.007401s,
www.google.cn,0.000146s,0.007712s,
www.google.cn,0.000129s,0.006573s,
www.google.co.in,0.002038s,0.314132s,
www.google.co.in,0.003396s,0.256335s,
www.google.co.in,0.003096s,0.226824s,
www.google.co.in,0.002816s,0.220109s,
www.google.co.in,0.002805s,0.217476s,
www.google.co.in,0.002821s,0.229983s,
www.google.co.in,0.002913s,0.290153s,
www.google.co.in,0.002252s,0.325453s,
www.google.co.in,0.003189s,0.332437s,
www.google.co.in,0.002772s,0.213879s,
www.google.co.uk,0.001800s,0.193738s,
www.google.co.uk,0.002371s,0.192751s,
www.google.co.uk,0.002370s,0.200979s,
www.google.co.uk,0.002475s,0.282300s,
www.google.co.uk,0.002724s,0.231795s,
www.google.co.uk,0.002142s,0.210866s,
www.google.co.uk,0.002391s,0.187268s,
www.google.co.uk,0.002391s,0.198978s,
www.google.co.uk,0.002659s,0.187716s,
www.google.co.uk,0.002594s,0.236400s,
www.tmall.com,0.007247s,0.640038s,
www.tmall.com,0.006958s,0.535175s,
www.tmall.com,0.006259s,0.720334s,
www.tmall.com,0.005735s,0.622431s,
www.tmall.com,0.005721s,0.542628s,
www.tmall.com,0.006987s,0.624401s,
www.tmall.com,0.002996s,0.746245s,
www.tmall.com,0.005530s,0.657927s,
www.tmall.com,0.007126s,0.545580s,
www.tmall.com,0.005941s,0.543736s,
www.whatsapp.com,0.003898s,0.581383s,
www.whatsapp.com,0.004202s,0.457807s,
www.whatsapp.com,0.005826s,0.505998s,
www.whatsapp.com,0.005631s,0.531994s,
www.whatsapp.com,0.005862s,0.464607s,
www.whatsapp.com,0.005644s,0.448220s,
www.whatsapp.com,0.005738s,0.467578s,
www.whatsapp.com,0.005383s,0.545699s,
www.whatsapp.com,0.005997s,0.466928s,
www.whatsapp.com,0.005954s,0.455717s,
www.alipay.com,0.001332s,0.132642s,
www.alipay.com,0.001693s,0.158575s,
www.alipay.com,0.001793s,0.128545s,
www.alipay.com,0.000840s,0.123274s,
www.alipay.com,0.001826s,0.121647s,
www.alipay.com,0.001687s,0.124520s,
www.alipay.com,0.001700s,0.141617s,
www.alipay.com,0.001673s,0.146255s,
www.alipay.com,0.001716s,0.131802s,
www.alipay.com,0.001656s,0.133554s,
www.espn.com,0.047015s,7.121808s,
www.espn.com,0.039085s,7.401285s,
www.espn.com,0.040538s,6.350540s,
www.espn.com,0.038355s,6.868709s,
www.espn.com,0.040891s,6.942252s,
www.espn.com,0.041895s,6.336481s,
www.espn.com,0.039764s,6.892118s,
www.espn.com,0.040852s,6.696590s,
www.espn.com,0.039963s,7.312182s,
www.espn.com,0.037610s,6.960555s,
www.onlinesbi.com,0.002635s,0.435063s,
www.onlinesbi.com,0.004428s,0.448717s,
www.onlinesbi.com,0.004410s,0.347248s,
www.onlinesbi.com,0.004321s,0.396165s,
www.onlinesbi.com,0.004328s,0.481849s,
www.onlinesbi.com,0.004604s,0.409905s,
www.onlinesbi.com,0.005039s,0.377084s,
www.onlinesbi.com,0.004344s,0.426191s,
www.onlinesbi.com,0.004736s,0.377025s,
www.onlinesbi.com,0.004313s,0.390305s,
www.discordapp.com,0.037652s,4.599658s,
www.discordapp.com,0.030008s,4.810383s,
www.discordapp.com,0.030648s,4.788612s,
www.discordapp.com,0.028682s,5.047931s,
www.discordapp.com,0.027030s,5.380014s,
www.discordapp.com,0.030108s,5.272768s,
www.discordapp.com,0.027906s,4.297787s,
www.discordapp.com,0.027584s,4.549643s,
www.discordapp.com,0.031061s,4.388890s,
www.discordapp.com,0.029207s,4.449740s,
www.livejasmin.com,0.034759s,3.993214s,
www.livejasmin.com,0.025490s,4.569477s,
www.livejasmin.com,0.023617s,4.215243s,
www.livejasmin.com,0.028220s,4.130741s,
www.livejasmin.com,0.027659s,3.782169s,
www.livejasmin.com,0.025982s,3.956529s,
www.livejasmin.com,0.023402s,4.036867s,
www.livejasmin.com,0.025013s,3.935590s,
www.livejasmin.com,0.024640s,3.845449s,
www.livejasmin.com,0.023405s,3.601010s,
www.t.co,0.000238s,0.003320s,
www.t.co,0.000098s,0.002591s,
www.t.co,0.000075s,0.003021s,
www.t.co,0.000100s,0.003162s,
www.t.co,0.000112s,0.004035s,
www.t.co,0.000099s,0.002224s,
www.t.co,0.000080s,0.002772s,
www.t.co,0.000079s,0.002772s,
www.t.co,0.000081s,0.002676s,
www.t.co,0.000081s,0.003030s,
www.yahoo.com,0.006564s,0.840385s,
www.yahoo.com,0.007429s,0.903552s,
www.yahoo.com,0.010008s,1.026550s,
www.yahoo.com,0.008295s,0.804536s,
www.yahoo.com,0.009035s,1.007625s,
www.yahoo.com,0.009903s,0.828021s,
www.yahoo.com,0.009899s,0.812061s,
www.yahoo.com,0.009033s,0.816763s,
www.yahoo.com,0.009129s,0.866258s,
www.yahoo.com,0.007956s,0.781168s,
www.taobao.com,0.011100s,1.018660s,
www.taobao.com,0.007858s,1.125571s,
www.taobao.com,0.007554s,0.910884s,
www.taobao.com,0.008014s,0.969053s,
www.taobao.com,0.009727s,0.738145s,
www.taobao.com,0.007360s,0.847836s,
www.taobao.com,0.008870s,0.799207s,
www.taobao.com,0.009560s,0.880455s,
www.taobao.com,0.009643s,0.779992s,
www.taobao.com,0.004879s,0.788037s,
www.linkedin.com,0.003994s,0.494065s,
www.linkedin.com,0.005181s,0.492995s,
www.linkedin.com,0.005925s,0.491950s,
www.linkedin.com,0.005888s,0.587090s,
www.linkedin.com,0.005956s,0.666531s,
www.linkedin.com,0.005009s,0.434826s,
www.linkedin.com,0.005156s,0.474046s,
www.linkedin.com,0.005911s,0.455602s,
www.linkedin.com,0.006060s,0.567345s,
www.linkedin.com,0.005436s,0.559825s,
www.craigslist.org,0.002305s,0.240071s,
www.craigslist.org,0.003159s,0.250671s,
www.craigslist.org,0.003105s,0.239692s,
www.craigslist.org,0.003096s,0.240107s,
www.craigslist.org,0.003105s,0.234892s,
www.craigslist.org,0.003578s,0.298631s,
www.craigslist.org,0.003118s,0.291141s,
www.craigslist.org,0.003086s,0.262082s,
www.craigslist.org,0.003740s,0.353126s,
www.craigslist.org,0.003178s,0.349826s,
www.google.com.br,0.007577s,1.041051s,
www.google.com.br,0.010180s,1.182437s,
www.google.com.br,0.011319s,1.107897s,
www.google.com.br,0.009023s,0.954338s,
www.google.com.br,0.008889s,1.030465s,
www.google.com.br,0.010589s,1.068460s,
www.google.com.br,0.009787s,1.081277s,
www.google.com.br,0.009647s,1.242417s,
www.google.com.br,0.009662s,1.111693s,
www.google.com.br,0.010778s,1.019583s,
www.stackoverflow.com,0.006239s,0.939940s,
www.stackoverflow.com,0.008390s,0.946646s,
www.stackoverflow.com,0.008611s,0.764401s,
www.stackoverflow.com,0.007565s,0.791597s,
www.stackoverflow.com,0.008130s,0.784164s,
www.stackoverflow.com,0.008147s,0.773735s,
www.stackoverflow.com,0.007358s,0.794011s,
www.stackoverflow.com,0.007809s,0.799492s,
www.stackoverflow.com,0.009569s,0.788105s,
www.stackoverflow.com,0.004664s,0.966910s,
www.roblox.com,0.016363s,2.317302s,
www.roblox.com,0.014461s,2.394689s,
www.roblox.com,0.017733s,2.328415s,
www.roblox.com,0.019045s,2.386949s,
www.roblox.com,0.015067s,2.173976s,
www.roblox.com,0.014793s,2.067270s,
www.roblox.com,0.018325s,2.397661s,
www.roblox.com,0.015384s,2.534574s,
www.roblox.com,0.015842s,2.435040s,
www.roblox.com,0.016875s,2.215342s,
www.google.co.jp,0.002306s,0.233407s,
www.google.co.jp,0.002838s,0.240832s,
www.google.co.jp,0.002833s,0.242698s,
www.google.co.jp,0.002890s,0.274105s,
www.google.co.jp,0.002849s,0.227210s,
www.google.co.jp,0.002863s,0.232938s,
www.google.co.jp,0.002850s,0.255760s,
www.google.co.jp,0.002889s,0.217763s,
www.google.co.jp,0.003165s,0.272922s,
www.google.co.jp,0.003237s,0.258261s,
www.jd.com,0.033554s,4.308523s,
www.jd.com,0.024982s,4.382410s,
www.jd.com,0.025082s,4.510631s,
www.jd.com,0.022955s,4.164243s,
www.jd.com,0.024118s,4.234779s,
www.jd.com,0.024399s,4.134741s,
www.jd.com,0.026495s,4.200156s,
www.jd.com,0.025338s,4.460440s,
www.jd.com,0.024976s,4.265136s,
www.jd.com,0.024314s,4.401843s,
www.google.de,0.001807s,0.248425s,
www.google.de,0.001207s,0.248908s,
www.google.de,0.002609s,0.201280s,
www.google.de,0.002442s,0.213193s,
www.google.de,0.002409s,0.185391s,
www.google.de,0.002101s,0.182509s,
www.google.de,0.002410s,0.198813s,
www.google.de,0.002356s,0.167948s,
www.google.de,0.002374s,0.199538s,
www.google.de,0.002936s,0.259454s,
www.chase.com,0.004594s,0.762050s,
www.chase.com,0.006510s,0.642734s,
www.chase.com,0.006943s,0.580055s,
www.chase.com,0.006994s,0.636525s,
www.chase.com,0.003204s,0.718080s,
www.chase.com,0.006096s,0.634863s,
www.chase.com,0.005696s,0.589646s,
www.chase.com,0.006333s,0.556252s,
www.chase.com,0.006923s,0.573175s,
www.chase.com,0.006038s,0.776391s,
www.hao123.com,0.008039s,0.667621s,
www.hao123.com,0.006189s,0.606418s,
www.hao123.com,0.007728s,0.650928s,
www.hao123.com,0.006773s,0.682343s,
www.hao123.com,0.008206s,0.896200s,
www.hao123.com,0.007800s,0.669482s,
www.hao123.com,0.006110s,0.611102s,
www.hao123.com,0.007702s,0.718758s,
